target,gen,mean_tm,sd_tm,pss,oracle50_dockq,failing
9t3r,opendde-abag,0.8756484481632654,0.0880796521498579,0.838474,0.005841659463691276,True
9t3s,opendde-abag,0.88074289877551,0.08833207843113186,0.905686,0.004236696166029025,True
9th6,opendde-abag,0.9668991820408163,0.017428850477541363,0.975528,0.9155632992200905,False
9tmp,opendde-abag,0.9861386857142858,0.009944399976522526,0.870572,0.21417466271571853,True
9u5p,opendde-abag,0.9983602416326531,0.0008923356275672877,0.98428,0.9212719676308755,False
9u5q,opendde-abag,0.9984143428571428,0.0007397922532435602,0.979723,0.9306159973987446,False
9u5r,opendde-abag,0.9983614285714285,0.0008605779595654288,0.980679,0.9199358381999329,False
9ua5,opendde-abag,0.9644781918367346,0.016046195679335497,0.810273,0.44968344471916155,False
9udq,opendde-abag,0.9842859812244896,0.022148537486200003,0.841852,0.1262606574428346,True
9ue0,opendde-abag,0.9021163273469388,0.052508679904103656,0.268867,0.6538674653804817,False
9ugo,opendde-abag,0.8854603183673471,0.04520775873306268,0.190631,0.18016973053955299,True
9uk2,opendde-abag,0.907653732244898,0.08332146003493217,0.84772,0.7515550671022245,False
9ull,opendde-abag,0.9771231224489796,0.06091617176290597,,0.9809997973473417,False
9ulm,opendde-abag,0.9679301714285715,0.0768507767036607,,0.9573276074037363,False
9ulp,opendde-abag,0.9968268261224489,0.0019429371012882834,0.965185,0.8138031639900457,False
9uo0,opendde-abag,0.9959465885714287,0.0022919666857713506,0.949222,0.7463208461402586,False
9uoc,opendde-abag,0.9962745567346939,0.001641513818079043,0.961086,0.8503795842630288,False
9uoi,opendde-abag,0.6908491665306122,0.08432784446190866,0.097404,0.7364249135503665,False
9v0x,opendde-abag,0.9562348236734693,0.02400469998673157,0.805555,0.01208721444747427,True
9v1h,opendde-abag,0.9273660889795918,0.07346239607440043,0.887927,0.7611460739829582,False
9ve0,opendde-abag,0.9952188130612246,0.002869233048941047,0.973709,0.9487330474383043,False
9vmn,opendde-abag,0.8943410881632654,0.12137807814861719,0.830481,0.812261116348496,False
9vmo,opendde-abag,0.8943410881632654,0.12137807814861719,0.830481,0.8013985374112625,False
9vnp,opendde-abag,0.8069732702040816,0.144138463073446,0.190894,0.6537297416758086,False
9vo2,opendde-abag,0.8943410881632654,0.12137807814861719,0.830481,0.8165889555030277,False
9w14,opendde-abag,0.9978835502040817,0.0009942550993490506,0.973042,0.9026632955205112,False
9wb3,opendde-abag,0.9984261151020408,0.0007290172153117554,0.979101,0.9266152852295436,False
9wb4,opendde-abag,0.9984143428571428,0.0007397922532435602,0.979723,0.9306159973987446,False
